"","gene","Pr..Chisq.","fdr","logfc"
"Rhoa","Rhoa",0.00223752252085261,0.0379479587815523,-0.263797834426769
"Rnf152","Rnf152",0.000549351451040292,0.0124323258983062,0.0234361886200378
"Rnf187","Rnf187",0.000665901309931777,0.0142997092903715,-0.438003234227391
"Rorb","Rorb",9.27022247717553e-06,0.000382210207191134,0.261318647394046
"Rph3a","Rph3a",0.00178052934294803,0.0313845638975656,-0.112291439045349
"Rprml","Rprml",0.000701932060829563,0.0148984041550038,0.240685706421113
"Rrbp1","Rrbp1",0.00064806468090079,0.0140885333963099,-0.128311569238842
"Rtf1","Rtf1",0.00145315027255394,0.0265592146728684,-0.296604514642857
"Rtn1","Rtn1",0.000158770620662116,0.0043308761696959,-0.65352230602713
"Rtn4","Rtn4",0.000351240966226355,0.00857075745478867,-0.265521091531495
"S100a11","S100a11",0.000114891299079088,0.00335052918533894,-0.253775139239339
"Sbk1","Sbk1",1.5429919894783e-06,7.47934090034952e-05,0.547782792346146
"Scand1","Scand1",3.55738925639594e-05,0.00125033043235966,-0.523625919769005
"Sdhb","Sdhb",0.000408496297762831,0.00970381602698857,0.412669027002494
"Sec62","Sec62",0.00106368160092204,0.0208493218716249,-0.335326224872431
"Selk","Selk",4.32273876622729e-06,0.000191427950055028,0.689172750456363
"Selm","Selm",3.57287062494744e-05,0.00125033043235966,0.506480898523405
"Serbp1","Serbp1",9.12480552513187e-05,0.00273896882164419,-0.460305482231734
"Serpine2","Serpine2",0.00213233253974584,0.036475136983983,0.376599654911226
"Slc14a2","Slc14a2",0.000969190128073555,0.0192603046504146,-0.127230919720615
"Slc1a3","Slc1a3",0.000913847637204223,0.0184155700823121,-0.312373665765003
"Slc25a4","Slc25a4",4.6130852449928e-13,5.0142838708452e-11,0.972045379513519
"Slc35a5","Slc35a5",0.00228350432317799,0.0386364622982993,0.0604627087265948
"Slc6a11","Slc6a11",5.51655721975655e-05,0.00181540282085016,-0.0768843925696238
"Slc6a15","Slc6a15",4.21601151007777e-05,0.00145411858525471,0.202078017509904
"Slc9a3r2","Slc9a3r2",0.00178783334084639,0.031436069576549,0.0281469711317984
"Smap1","Smap1",0.00020248175742807,0.00532089424098525,-0.350386780886515
"Smarcc2","Smarcc2",0.00186408604804838,0.03261695928951,-0.175983640818052
"Smdt1","Smdt1",9.36085495153846e-09,5.99596191270865e-07,-0.972350756749045
"Snap25","Snap25",2.66511536759195e-05,0.000990649619020967,0.438633954369338
"Snapc5","Snapc5",0.00113396950212164,0.0219867492114071,-0.283038565619771
"Snca","Snca",1.4383542949605e-07,7.87691123056993e-06,0.649662673010027
"Sncb","Sncb",6.19277825449495e-09,4.00243163943665e-07,0.713663314459112
"Snhg12","Snhg12",0.000196598617735951,0.0051852885427857,-0.196376384899709
"Snrpb","Snrpb",0.00145494443357085,0.0265592146728684,-0.183554852652936
"Snrpd1","Snrpd1",1.89232502019999e-05,0.000733812956481878,-0.415784490940318
"Snrpe","Snrpe",3.05276638155646e-07,1.59858000155373e-05,-0.65288035824487
"Snrpg","Snrpg",3.13982783121179e-05,0.0011319158221665,-0.677200681970451
"Snrpn","Snrpn",3.54442312458108e-37,1.21084245217832e-34,1.71341548869899
"Son","Son",2.10794369025213e-10,1.71845318566691e-08,-0.609810365494533
"Sox4","Sox4",0.000358137030762561,0.00870940697861224,-0.489526210924163
"Sparc","Sparc",9.2269608087278e-12,8.94516443808287e-10,-0.786376878949351
"Sparcl1","Sparcl1",0.000350761385912084,0.00857075745478867,-0.458824518132871
"Spry2","Spry2",0.00141204357206199,0.0262259594831915,0.26106964181174
"Srp14","Srp14",0.000175967290599807,0.00472804997289519,-0.488951384660964
"Srpk2","Srpk2",6.70613774587943e-06,0.00028467356324816,-0.253259197618438
"Srrm2","Srrm2",3.98557304262248e-09,2.68272867147745e-07,-0.445050936248117
"Srsf11","Srsf11",6.93084855353644e-05,0.00218078541767853,-0.27763973454478
"Srsf3","Srsf3",2.65295191752783e-05,0.000990649619020967,-0.412145270582164
"Ssb","Ssb",1.02144495231917e-06,5.05368695719845e-05,-0.396760624650818
"Ssr4","Ssr4",9.93880940339056e-06,0.000407434392342422,-0.374453341246287
"Sst","Sst",5.88229842410568e-06,0.000255755205421419,-0.485508008046915
"Stard3nl","Stard3nl",0.000141113101158998,0.0039856117626561,0.295050115106265
"Stk19","Stk19",0.00260821680333246,0.042340799047296,-0.153529095286067
"Stk25","Stk25",2.6994708307275e-06,0.000123350342290695,0.337378543789338
"Stmn1","Stmn1",9.77342215890507e-08,5.47769770062383e-06,0.225475627720458
"Stmn2","Stmn2",3.8196538876359e-66,3.04468855443333e-63,-0.805215205967214
"Stmn3","Stmn3",2.03765300693253e-14,2.56458292486561e-12,-1.13934313779422
"Stx1a","Stx1a",0.00312846448539839,0.0483698366772587,0.309432547375733
"Stx7","Stx7",0.00309456575454872,0.047949059877176,0.319325697345526
"Sub1","Sub1",1.78416027086033e-06,8.53304385543469e-05,0.713038131241164
"Sugt1","Sugt1",0.00212469757504688,0.036475136983983,-0.187714391220322
"Sumo1","Sumo1",1.82934939012166e-09,1.28664240438557e-07,0.683708653105994
"Taf10","Taf10",2.8089997267781e-05,0.00102815122652582,-0.40402206344133
"Tbca","Tbca",7.89643181295607e-11,6.743928788827e-09,-1.15173555713412
"Tbcc","Tbcc",0.0031597309453635,0.0486435832661754,0.10113839830392
"Tceb1","Tceb1",0.000171548882961844,0.00462666047506867,0.541421506345726
"Tcf25","Tcf25",7.0870602528595e-05,0.00221054653278322,-0.499656062871251
"Thoc7","Thoc7",0.00308591113980142,0.0479184556643622,-0.349876501306311
"Tiam2","Tiam2",0.00286261815255489,0.04513499478336,-0.077314853611625
"Tm7sf2","Tm7sf2",0.000249656690673229,0.00641948780964067,0.208361589649553
"Tma7","Tma7",1.0718132147939e-12,1.13076294160757e-10,-0.456000372406194
"Tmbim6","Tmbim6",0.000600200545252278,0.0132326043241463,0.304517275008275
"Tmem151b","Tmem151b",0.000364127659280291,0.00878265242551223,-0.193735963275672
"Tmem176b","Tmem176b",0.00324630079939234,0.0496566352555237,-0.192436763924291
"Tmem219","Tmem219",3.56773674241314e-05,0.00125033043235966,-0.218487075418534
"Tmem261","Tmem261",0.002544239265278,0.0419594769864469,-0.235574168367332
"Tmsb10","Tmsb10",9.39559196847831e-14,1.06990439336291e-11,-0.160075658266965
"Tmsb4x","Tmsb4x",3.0449227803242e-73,3.64071267100764e-70,-0.497579553948903
"Tomm7","Tomm7",5.33341940165512e-11,4.75367471089213e-09,-0.985850463846998
"Top1","Top1",9.53460481235335e-07,4.76902020199747e-05,-0.416775899683879
"Tprgl","Tprgl",0.00280326236179547,0.044492487131683,0.334676541149649
"Tpt1","Tpt1",1.21157049961413e-62,7.90164251293798e-60,-2.26319035452912
"Trappc2","Trappc2",0.000874440656750749,0.0178724708590595,0.222235549127778
"Trim24","Trim24",0.00191049862744458,0.0332667892070083,-0.0793244567822181
"Trmt1","Trmt1",0.000654456990034729,0.0140993226621896,-0.00500739609921128
"Ttc3","Ttc3",6.12916116419556e-09,3.99732747199445e-07,-0.783925922784558
"Tuba1b","Tuba1b",0.00278376125749271,0.0442809384950171,0.0494761517594613
"Tubb2a","Tubb2a",0.000125388905759992,0.00358382474072582,0.467425407369788
"Tubb2b","Tubb2b",4.45878513755115e-20,7.26984649472544e-18,-0.851048263075221
"Tubb3","Tubb3",2.69394661153838e-05,0.000991096050829556,0.653904573000551
"Tubb4a","Tubb4a",0.000138940385821181,0.00393975623668441,0.248920630679805
"Tubb5","Tubb5",2.7777504274922e-07,1.46526335050214e-05,-0.675192273090522
"Uba52","Uba52",5.20747301134834e-67,5.33691591191614e-64,-2.50524837280542
"Ubb","Ubb",1.44538882475879e-39,5.45748390990502e-37,-0.572798696716113
"Ubc","Ubc",1.63475197655362e-25,4.18846809992702e-23,1.2925086262886
"Ube2d2a","Ube2d2a",0.00068970798258261,0.01468238892299,0.251514601229619
"Ube2d3","Ube2d3",0.00257886706549254,0.0422392518900537,0.210619275829196
"Ube2e2","Ube2e2",0.00013816759193173,0.00393339009729457,0.315453201918996
"Ube2r2","Ube2r2",0.000276905944155328,0.00701951676102588,-0.171080092946693
"Ube2v2","Ube2v2",3.35706638214327e-10,2.61778198103215e-08,0.60322316463291
"Ubl5","Ubl5",1.46484218304178e-06,7.19779302817929e-05,-0.691661916442671
"Uchl1","Uchl1",2.38985328097944e-10,1.92638285817376e-08,-0.849178273490249
"Ugdh","Ugdh",1.00400790063412e-05,0.000409247311315292,0.150537297765079
"Ugp2","Ugp2",0.000910450114473998,0.0184155700823121,0.209923040418086
"Uqcrb","Uqcrb",0.00093255452972098,0.0186875592073137,0.281215292437706
"Uqcrh","Uqcrh",7.47024756104279e-22,1.48865433341447e-19,-1.4138258721993
"Uqcrq","Uqcrq",4.93636283118549e-19,7.53478020232441e-17,0.642616953172444
"Use1","Use1",1.23896041986884e-05,0.000496553187270337,-0.390831070972221
"Usmg5","Usmg5",5.00923321390168e-10,3.82300415707773e-08,0.235528032575699
"Usp22","Usp22",8.55367766326418e-05,0.00261123759813861,0.288683879530692
"Vamp2","Vamp2",9.40503387906739e-13,1.00704049326014e-10,1.13898696723183
"Vapa","Vapa",1.15424663816949e-07,6.41904293195962e-06,0.624102120717007
"Vps29","Vps29",7.02596880646337e-05,0.00220106114487198,0.485376756168212
"Vps8","Vps8",1.62918351637603e-09,1.15720421252293e-07,-0.500670829936771
"Vsnl1","Vsnl1",2.24454836967284e-05,0.00085827478142754,0.389539140096698
"Wdfy1","Wdfy1",4.70966447938129e-07,2.41336664107724e-05,-0.154611804721126
"Wdr89","Wdr89",0.00262405621396092,0.0424943098847758,-0.378630165632166
"Wsb2","Wsb2",4.68614944009236e-05,0.00158577528694446,0.425353803543103
"Xist","Xist",0.00283384592543289,0.044878610748467,-0.0761671453806836
"Yaf2","Yaf2",0.000123102042190881,0.00353253620270952,0.340779619349297
"Ybx1","Ybx1",1.73771207402779e-13,1.91789944908852e-11,-0.399011667027494
"Ypel3","Ypel3",0.00215906660190859,0.0367913154443996,0.275824560565561
"Ywhae","Ywhae",7.84663742763314e-10,5.74405886794287e-08,0.762900384272177
"Ywhah","Ywhah",4.72459105562996e-22,9.68406178088267e-20,1.39647466375489
"Ywhaq","Ywhaq",4.790645624861e-08,2.77162029941555e-06,0.719248955436086
"Ywhaz","Ywhaz",7.48423688349071e-06,0.00031398780936937,0.644661032786023
"Zcchc18","Zcchc18",0.00274922838881276,0.043828809914095,0.214317132514765
"Zfos1","Zfos1",6.13206075058482e-05,0.00199960926475889,-0.321922490723053
"Zfp106","Zfp106",0.000225036912780864,0.00584932903003594,-0.213317864552095
"Zfp704","Zfp704",0.000350566368625154,0.00857075745478867,-0.154220854443581
"Zfp706","Zfp706",0.00085015892387551,0.0174757596558249,0.462066243460767
"Zmat2","Zmat2",1.59401770394535e-05,0.000628323242203513,-0.404859495929277
"Zwint","Zwint",7.69563363923461e-08,4.41667805822953e-06,0.616954506587284
