"gene" "pval" "padj" "logfc" "method"
"Armcx3" "Armcx3" 0.00634524308103083 1 0.147852399726141 "seurat"
"Syt5" "Syt5" 0.00638549704157022 1 0.141364977102876 "seurat"
"Cenpa" "Cenpa" 0.00641079730047909 1 -0.0721688475189458 "seurat"
"Pop7" "Pop7" 0.00641589361004538 1 -0.092226244645557 "seurat"
"Myo5a" "Myo5a" 0.00641890544910056 1 -0.0324401751978305 "seurat"
"Arl2" "Arl2" 0.00643263704618904 1 -0.071836533813643 "seurat"
"Gba2" "Gba2" 0.00646173083961854 1 0.102045417687826 "seurat"
"Dda1" "Dda1" 0.00648915839720346 1 0.138195340000858 "seurat"
"Ppib" "Ppib" 0.00650573566290293 1 -0.0685876755276034 "seurat"
"Pafah1b1" "Pafah1b1" 0.00650895596697693 1 -0.0729909017188612 "seurat"
"Trappc1" "Trappc1" 0.00653972967703431 1 -0.0578869651484617 "seurat"
"Rrn3" "Rrn3" 0.00654403206003392 1 -0.047109278366389 "seurat"
"Akr1c19" "Akr1c19" 0.0065632196453598 1 -0.0715691169334222 "seurat"
"Hmg20b" "Hmg20b" 0.00656464440543043 1 -0.0869096563913695 "seurat"
"Syce2" "Syce2" 0.00660310945758417 1 -0.0678660205468616 "seurat"
"Tsfm" "Tsfm" 0.00661427108199034 1 0.145373471014419 "seurat"
"Cyhr1" "Cyhr1" 0.00661810592207148 1 -0.0774785578967374 "seurat"
"Lars" "Lars" 0.00662681175961655 1 -0.0804730414553331 "seurat"
"Twistnb" "Twistnb" 0.00666258342476173 1 -0.0555516521442173 "seurat"
"Ppig" "Ppig" 0.00668688935822653 1 -0.0691838789567961 "seurat"
"Zbtb21" "Zbtb21" 0.00669581121311153 1 0.0700700057350955 "seurat"
"Agpat3" "Agpat3" 0.00672748010018907 1 -0.0637085070355522 "seurat"
"Ap2s1" "Ap2s1" 0.00675151921482024 1 -0.0768747017440783 "seurat"
"Cwc15" "Cwc15" 0.00680141827893576 1 -0.0688735469534456 "seurat"
"Cct2" "Cct2" 0.00682110974900504 1 -0.069264143714726 "seurat"
"Gnas" "Gnas" 0.00683752244358821 1 -0.044895808615617 "seurat"
"Rwdd1" "Rwdd1" 0.00685688157923452 1 -0.0538636380013777 "seurat"
"Ppm1a" "Ppm1a" 0.00688355005210286 1 0.156875169693608 "seurat"
"Add2" "Add2" 0.00691457960412232 1 -0.0750159339523644 "seurat"
"Hcfc1r1" "Hcfc1r1" 0.00692127354188194 1 -0.0607304350861817 "seurat"
"Wwtr1" "Wwtr1" 0.0069707549877081 1 -0.0492483713528453 "seurat"
"Gskip" "Gskip" 0.00697144215183381 1 -0.0697743152427998 "seurat"
"Bin1" "Bin1" 0.00697343898699441 1 0.148955674808154 "seurat"
"Eps15" "Eps15" 0.0069752196101246 1 0.149291818196875 "seurat"
"Nfia" "Nfia" 0.00698010853484689 1 -0.052466550491957 "seurat"
"Trim9" "Trim9" 0.00698067820991179 1 -0.0694160389998797 "seurat"
"Gatad2b" "Gatad2b" 0.0070166781261319 1 -0.0685786874017375 "seurat"
"Cnot8" "Cnot8" 0.0070264295196373 1 0.101510154165525 "seurat"
"Npy" "Npy" 0.0070345904451345 1 0.29672920749796 "seurat"
"Dpp3" "Dpp3" 0.00708413345243743 1 -0.075353675678569 "seurat"
"Smad4" "Smad4" 0.00714092654159926 1 -0.0463631261713717 "seurat"
"Samd10" "Samd10" 0.00714132878922545 1 0.122561511385399 "seurat"
"Ids" "Ids" 0.00714195175481508 1 -0.0770588690401234 "seurat"
"Kidins220" "Kidins220" 0.00717669767946547 1 -0.0745671511024073 "seurat"
"B4galt7" "B4galt7" 0.00719816884883371 1 0.0905257337033255 "seurat"
"Polr2e" "Polr2e" 0.00724627962013261 1 -0.0908087456502913 "seurat"
"Atg13" "Atg13" 0.00726070307096776 1 -0.0655972359379181 "seurat"
"Ogfr" "Ogfr" 0.00730786176579327 1 -0.0689489311404555 "seurat"
"Ndufb4" "Ndufb4" 0.00735059213252245 1 0.0564897244836695 "seurat"
"Rab7" "Rab7" 0.00735531996582604 1 0.142516697038994 "seurat"
"Tox" "Tox" 0.00743248970804385 1 -0.0691221676927621 "seurat"
"Ugdh" "Ugdh" 0.00743460777974474 1 0.124142480873899 "seurat"
"Sptbn2" "Sptbn2" 0.00743856669087912 1 -0.0709596371609029 "seurat"
"Rere" "Rere" 0.00747858373377033 1 -0.0463697846071191 "seurat"
"Gnpat" "Gnpat" 0.00748013634706297 1 -0.0597710377442435 "seurat"
"Sipa1l1" "Sipa1l1" 0.00749240122066865 1 -0.057549648531914 "seurat"
"Mtx2" "Mtx2" 0.0075138263178556 1 0.147397786772577 "seurat"
"Arpc2" "Arpc2" 0.00752818281001867 1 0.115138314618254 "seurat"
"Nus1" "Nus1" 0.00754435829974185 1 0.121607401293468 "seurat"
"Chmp2b" "Chmp2b" 0.00755176251272617 1 0.12192248413791 "seurat"
"Fam110b" "Fam110b" 0.00756518320946114 1 -0.0785267715990077 "seurat"
"Pou6f1" "Pou6f1" 0.00764473942481369 1 -0.0783616247835511 "seurat"
"Elp2" "Elp2" 0.00765039920727355 1 0.114713690792181 "seurat"
"Npdc1" "Npdc1" 0.00765091738457076 1 -0.0702589102599933 "seurat"
"Uqcrc1" "Uqcrc1" 0.00771314399665615 1 0.121035164361124 "seurat"
"Daam1" "Daam1" 0.0077396567745358 1 -0.080653986287351 "seurat"
"Bcl2l12" "Bcl2l12" 0.00779079878654212 1 0.0864709208533967 "seurat"
"Bclaf1" "Bclaf1" 0.00781644328815509 1 -0.0656066333177519 "seurat"
"Psmd10" "Psmd10" 0.0078228780646052 1 -0.0649289760866566 "seurat"
"Mtss1" "Mtss1" 0.00782575937247232 1 -0.0560764512357378 "seurat"
"Ubn1" "Ubn1" 0.00784771715602541 1 -0.0569623289703948 "seurat"
"Nlk" "Nlk" 0.00786033485784276 1 -0.0594849428808004 "seurat"
"Rhot1" "Rhot1" 0.00789317197593215 1 0.119443359730584 "seurat"
"Rhoa" "Rhoa" 0.00789359015594394 1 -0.0528055174856583 "seurat"
"Ccdc127" "Ccdc127" 0.00791067273572872 1 -0.0650384523491928 "seurat"
"Usp2" "Usp2" 0.00791103669507058 1 0.0786376684257639 "seurat"
"Ddx10" "Ddx10" 0.00792073419191341 1 -0.0493582156941681 "seurat"
"Phospho2" "Phospho2" 0.00792676155327621 1 0.0701317599912115 "seurat"
"Fam107b" "Fam107b" 0.00795914931449791 1 -0.0582040632862295 "seurat"
"E130114P18Rik" "E130114P18Rik" 0.00796050507867555 1 -0.0550845703754042 "seurat"
"Ankrd13c" "Ankrd13c" 0.00799701507947132 1 0.125223077909218 "seurat"
"Zcchc6" "Zcchc6" 0.00802171173414459 1 -0.051847373001549 "seurat"
"Uqcc2" "Uqcc2" 0.0080800239438718 1 -0.0519575539471226 "seurat"
"Hddc2" "Hddc2" 0.0081088772778733 1 -0.0517410989265514 "seurat"
"Map3k10" "Map3k10" 0.0081174300850556 1 0.133295276257571 "seurat"
"Srm" "Srm" 0.00812962370209255 1 0.146718823595982 "seurat"
"Gpc1" "Gpc1" 0.00813761453481037 1 -0.0592093756303207 "seurat"
"Rraga" "Rraga" 0.00815453031780616 1 0.147661690584102 "seurat"
"Cartpt" "Cartpt" 0.00817572699918849 1 -0.0890395763511072 "seurat"
"Ndufs5" "Ndufs5" 0.00820340970916329 1 -0.0501356118888325 "seurat"
"Ptprt" "Ptprt" 0.00823772280074855 1 -0.0789242955282383 "seurat"
"Nras" "Nras" 0.00825432981471633 1 0.143434531467462 "seurat"
"C920021L13Rik" "C920021L13Rik" 0.00826060159708894 1 0.0729665796888881 "seurat"
"Map2" "Map2" 0.00828641480173328 1 0.0883550848073353 "seurat"
"Sgce" "Sgce" 0.00832172243856753 1 -0.0408977692114944 "seurat"
"Rbm26" "Rbm26" 0.00835016058530249 1 -0.0543637395281051 "seurat"
"Rbmxl1" "Rbmxl1" 0.00836762681742341 1 -0.0483915994615746 "seurat"
"Ppp2ca" "Ppp2ca" 0.00837151799462461 1 0.156995863929413 "seurat"
"Myh10" "Myh10" 0.00839330742125665 1 -0.0591027660586489 "seurat"
"Fam162a" "Fam162a" 0.00840586860192155 1 -0.0527007453413073 "seurat"
"2210013O21Rik" "2210013O21Rik" 0.00842159921433283 1 -0.0433043444070087 "seurat"
"Nrxn2" "Nrxn2" 0.00842356556507176 1 -0.0667920094354101 "seurat"
"Tceal1" "Tceal1" 0.00844236212413407 1 0.126005396005674 "seurat"
"Nsmce2" "Nsmce2" 0.00850205060836414 1 -0.0625131962428621 "seurat"
"Nfu1" "Nfu1" 0.00852498708548612 1 0.126466588145988 "seurat"
"Dicer1" "Dicer1" 0.00855437169614076 1 -0.0620636317683768 "seurat"
"Slbp" "Slbp" 0.0085642619961681 1 0.140845345876128 "seurat"
"Utp11l" "Utp11l" 0.00859086203220796 1 -0.0695029024449939 "seurat"
"Bcl11b" "Bcl11b" 0.0086245684115661 1 -0.0411567770188846 "seurat"
"Isy1" "Isy1" 0.00866716097481351 1 -0.0418526634064124 "seurat"
"Mprip" "Mprip" 0.00867120359202219 1 -0.0594007593742995 "seurat"
"Fbxw2" "Fbxw2" 0.00867557117047391 1 0.143528311692067 "seurat"
"Cspp1" "Cspp1" 0.00867591342641284 1 -0.0501820742490976 "seurat"
"Trove2" "Trove2" 0.00867967520915676 1 -0.0645214654464554 "seurat"
"Ndufs6" "Ndufs6" 0.00876740880409329 1 -0.0489180819657538 "seurat"
"Irf2" "Irf2" 0.00883366151761045 1 -0.0512636078763108 "seurat"
"Akr1e1" "Akr1e1" 0.00883576677229207 1 0.116742120234727 "seurat"
"Taok3" "Taok3" 0.00885983911002567 1 -0.054249612690018 "seurat"
"Clns1a" "Clns1a" 0.00886559940127866 1 0.124136815437102 "seurat"
"Rbm39" "Rbm39" 0.00886984653968708 1 -0.04718797952339 "seurat"
"Cbarp" "Cbarp" 0.00887052512427947 1 0.151007194036988 "seurat"
"Fkbp3" "Fkbp3" 0.00889797723443946 1 0.107187812211662 "seurat"
"Zfand1" "Zfand1" 0.00893721685853879 1 0.102494614085003 "seurat"
"Rbms1" "Rbms1" 0.00894484711015947 1 -0.0556440439339926 "seurat"
"Rab4a" "Rab4a" 0.00895458611167911 1 0.132660960723112 "seurat"
"Klc1" "Klc1" 0.0089593760170294 1 0.131233002279768 "seurat"
"Ndrg4" "Ndrg4" 0.00902172222838541 1 0.15586361478658 "seurat"
"Eif4g3" "Eif4g3" 0.00903031144798914 1 -0.0578444766743864 "seurat"
"Tmem176b" "Tmem176b" 0.00906289666026364 1 -0.0502451567952086 "seurat"
"Pcdh11x" "Pcdh11x" 0.0090629962900236 1 0.134069283001078 "seurat"
"Rabl6" "Rabl6" 0.0090632669092255 1 -0.0700547000190478 "seurat"
"Srrm3" "Srrm3" 0.00908168537770616 1 -0.0573496601193838 "seurat"
"Pcdh17" "Pcdh17" 0.0090864232483916 1 -0.0618434917210212 "seurat"
"Clk3" "Clk3" 0.00911386509554753 1 0.10407361616731 "seurat"
"Ablim3" "Ablim3" 0.00917021915819838 1 -0.0837756898266406 "seurat"
"Hdgfrp3" "Hdgfrp3" 0.00926104377919518 1 -0.058269063980482 "seurat"
"Rgs2" "Rgs2" 0.00928631700646122 1 -0.0435187007977389 "seurat"
"Plekhb1" "Plekhb1" 0.00930284649873911 1 -0.0780757879407828 "seurat"
"Rtn1" "Rtn1" 0.00932943837380955 1 -0.0461844463877945 "seurat"
"Atad1" "Atad1" 0.00939543570190188 1 -0.0545918080817773 "seurat"
"Ide" "Ide" 0.00944757397959643 1 -0.0649403766669132 "seurat"
"Ube2l3" "Ube2l3" 0.00948876304149652 1 -0.0739934778589559 "seurat"
"Cacybp" "Cacybp" 0.00948890270542594 1 0.139380723227972 "seurat"
"Atp9a" "Atp9a" 0.0095504376017532 1 -0.060303555894374 "seurat"
"Rab34" "Rab34" 0.00956208609223526 1 -0.0576386077169542 "seurat"
"Fam173a" "Fam173a" 0.00956755093666442 1 -0.0542647614572388 "seurat"
"Rab11fip2" "Rab11fip2" 0.00958858286164251 1 -0.0471302548728483 "seurat"
"1110015O18Rik" "1110015O18Rik" 0.00963939584745094 1 0.0793450348615372 "seurat"
"Snap47" "Snap47" 0.00967125469477975 1 0.15185288660445 "seurat"
"Ggnbp2" "Ggnbp2" 0.00971432865996543 1 -0.0869499234358156 "seurat"
"Tspyl5" "Tspyl5" 0.00974136998079318 1 -0.0478502039472718 "seurat"
"Eif1a" "Eif1a" 0.00974681896958184 1 0.156737463921554 "seurat"
"Spef1" "Spef1" 0.00976579128548907 1 -0.0723427424594878 "seurat"
"Grik5" "Grik5" 0.00978401520782579 1 -0.054264719928755 "seurat"
"Hsd17b10" "Hsd17b10" 0.00981157876404743 1 -0.0624676910475581 "seurat"
"Fndc3a" "Fndc3a" 0.00985430134686118 1 -0.0628245326974068 "seurat"
"Isyna1" "Isyna1" 0.00987680883747141 1 -0.0599581600204549 "seurat"
"Cox6b2" "Cox6b2" 0.00987811416084294 1 -0.0519834165998757 "seurat"
"Rnf166" "Rnf166" 0.0098790530646107 1 -0.0536532809861166 "seurat"
"Gtf3c6" "Gtf3c6" 0.00992982505089624 1 -0.0778789434218344 "seurat"
"Swi5" "Swi5" 0.00998305138912015 1 -0.0566203514343702 "seurat"
"Pds5b" "Pds5b" 0.00999711351775755 1 -0.0545122525679637 "seurat"
"Mapk8ip1" "Mapk8ip1" 0.0100120302563212 1 0.123902194631027 "seurat"
"Mtx1" "Mtx1" 0.0100569478597984 1 -0.055215675675207 "seurat"
"Rock1" "Rock1" 0.0101214585045094 1 -0.0467699592425909 "seurat"
"Sfr1" "Sfr1" 0.0101738667922706 1 -0.0479826131583121 "seurat"
"Nol6" "Nol6" 0.010191214061465 1 -0.0369539179684873 "seurat"
"4933434E20Rik" "4933434E20Rik" 0.0102095215251966 1 0.160242648203019 "seurat"
"Hnrnpa3" "Hnrnpa3" 0.0102598810470756 1 0.120378131969912 "seurat"
"Klhl26" "Klhl26" 0.0102995911312009 1 -0.0525830918918018 "seurat"
"Rap1a" "Rap1a" 0.0103196273889722 1 0.14794752301748 "seurat"
"Magoh" "Magoh" 0.0103570520587723 1 -0.0742433546471417 "seurat"
"Gtpbp4" "Gtpbp4" 0.0103744173371009 1 -0.057529921938292 "seurat"
"Mturn" "Mturn" 0.01037524109089 1 -0.0402895599473269 "seurat"
"Ythdf3" "Ythdf3" 0.0104198806406591 1 -0.0476628092941357 "seurat"
"Commd7" "Commd7" 0.0104489173920098 1 -0.0640330063988982 "seurat"
"Hmgb3" "Hmgb3" 0.0104578709241327 1 -0.0485068347361293 "seurat"
"Rnf10" "Rnf10" 0.0105301168884738 1 -0.054776720202899 "seurat"
"Med25" "Med25" 0.0105551983112891 1 0.142757732484667 "seurat"
"Stau1" "Stau1" 0.0105593326604504 1 -0.059682367788144 "seurat"
"Adar" "Adar" 0.0105705882165339 1 -0.0379316737598171 "seurat"
"Mcrs1" "Mcrs1" 0.010585500794867 1 0.14739811198434 "seurat"
"Minpp1" "Minpp1" 0.0106226505640998 1 0.0919703992839404 "seurat"
"Mpdu1" "Mpdu1" 0.0106266040432154 1 -0.0673907917991847 "seurat"
"Ptprf" "Ptprf" 0.0106740624433268 1 -0.0579479204799069 "seurat"
"Efna5" "Efna5" 0.0107235538162974 1 0.0798418032929946 "seurat"
"Txn1" "Txn1" 0.0107383942852569 1 -0.0578099118421931 "seurat"
"Itsn1" "Itsn1" 0.0107398531303577 1 -0.0854712630262102 "seurat"
"Hps4" "Hps4" 0.0107436229872728 1 -0.0640003068847784 "seurat"
"Yeats4" "Yeats4" 0.0107437227144317 1 -0.0481967640850159 "seurat"
"Ndrg2" "Ndrg2" 0.0107439601871437 1 0.0881158681890475 "seurat"
"Fam219a" "Fam219a" 0.0107468772785577 1 0.137907484978548 "seurat"
"Mkks" "Mkks" 0.0107494128480107 1 -0.0494860714545544 "seurat"
"2310033P09Rik" "2310033P09Rik" 0.0107856108038914 1 -0.065523662646022 "seurat"
"Ralb" "Ralb" 0.0109415941838342 1 0.130485611865607 "seurat"
"Whsc1" "Whsc1" 0.0109993968714778 1 -0.0647307098967386 "seurat"
"Tpgs2" "Tpgs2" 0.011034123570304 1 0.134740715800071 "seurat"
"Acot9" "Acot9" 0.0110713844794769 1 0.111345063647564 "seurat"
"Ppih" "Ppih" 0.0110880718161403 1 -0.0537223580159255 "seurat"
"Med9" "Med9" 0.0111275886783522 1 -0.0679199398045506 "seurat"
"Ccdc22" "Ccdc22" 0.0111569925973763 1 -0.0654897924030692 "seurat"
"Tspan9" "Tspan9" 0.0111911665572221 1 -0.0557614061993466 "seurat"
"Gsta4" "Gsta4" 0.0112148402956302 1 -0.0653136304453099 "seurat"
"Cdc37l1" "Cdc37l1" 0.0113465536768731 1 -0.0506596651403105 "seurat"
"Panx2" "Panx2" 0.0113665818421966 1 -0.0510877388230205 "seurat"
"Setd3" "Setd3" 0.0113801127112492 1 0.1437587116302 "seurat"
"Kcnd2" "Kcnd2" 0.0114750082164833 1 -0.0567171985844254 "seurat"
"Hmgcr" "Hmgcr" 0.0114764212336793 1 -0.0461953706886776 "seurat"
"Iws1" "Iws1" 0.0114892535490318 1 -0.0504481676369931 "seurat"
"Med30" "Med30" 0.0116201300050892 1 0.146557227091202 "seurat"
"Cks2" "Cks2" 0.0116422197481385 1 -0.0628596633985559 "seurat"
"Rb1" "Rb1" 0.0116825771083208 1 -0.0316932497084973 "seurat"
"Pbxip1" "Pbxip1" 0.0117560719248254 1 -0.0748191003833773 "seurat"
"Plpp1" "Plpp1" 0.0117792697160513 1 0.103536187275816 "seurat"
"Plvap" "Plvap" 0.0117827638227664 1 0.114214488101918 "seurat"
"Tmsb15b2" "Tmsb15b2" 0.0118582297966639 1 -0.0418091607426274 "seurat"
"Fbxl5" "Fbxl5" 0.0118679292162908 1 0.102578987672741 "seurat"
"Idh2" "Idh2" 0.0118703603726659 1 -0.0617767357417152 "seurat"
"Stk19" "Stk19" 0.0118863341154195 1 -0.0719672338996232 "seurat"
"Hectd1" "Hectd1" 0.0119604261219023 1 -0.0582812656390514 "seurat"
"Itfg1" "Itfg1" 0.0120071771033637 1 0.120490391339447 "seurat"
"Appbp2" "Appbp2" 0.0120452792209058 1 -0.0719831924997647 "seurat"
"Slc25a38" "Slc25a38" 0.0121011389352719 1 0.0882473400830364 "seurat"
"Brinp1" "Brinp1" 0.0121334298078462 1 0.0796946279294685 "seurat"
"Rbm27" "Rbm27" 0.0121548650956086 1 -0.0656312853994868 "seurat"
"Ppp1r14c" "Ppp1r14c" 0.0121572962028794 1 -0.0452927822887412 "seurat"
"Ctnna2" "Ctnna2" 0.0121581934510092 1 -0.0434577989704894 "seurat"
"Zmym3" "Zmym3" 0.012199790341048 1 -0.0415404297601689 "seurat"
"Agrn" "Agrn" 0.0122394073655363 1 -0.0573431462536916 "seurat"
"Psmb7" "Psmb7" 0.0122751114052681 1 -0.0565367194110205 "seurat"
"Prpf8" "Prpf8" 0.0123016954728585 1 -0.0527762443417341 "seurat"
"Vps13a" "Vps13a" 0.0123573495303078 1 -0.0611271242276188 "seurat"
"Nudt14" "Nudt14" 0.0123851907423337 1 -0.0524749475013603 "seurat"
"Cbfb" "Cbfb" 0.0124077253801107 1 0.132535176903507 "seurat"
"Luc7l2" "Luc7l2" 0.0124193981470865 1 -0.0362095829614932 "seurat"
"Sdf4" "Sdf4" 0.012497581316051 1 -0.0569525615263372 "seurat"
"Fnta" "Fnta" 0.0125139052492393 1 -0.0415777571119262 "seurat"
"Zfp512b" "Zfp512b" 0.0125405269026617 1 -0.0570206770118304 "seurat"
"Cse1l" "Cse1l" 0.0125468223075646 1 -0.0468831417213557 "seurat"
"Hnmt" "Hnmt" 0.0125552548563862 1 0.0893734515386693 "seurat"
"Itgb1" "Itgb1" 0.0125625734992923 1 -0.0665270817063212 "seurat"
"Klhdc2" "Klhdc2" 0.0125628749346334 1 0.141160345147885 "seurat"
"Smpd1" "Smpd1" 0.0126228835098615 1 0.101581086044989 "seurat"
"Dynlt3" "Dynlt3" 0.0126331790300722 1 0.141279066515775 "seurat"
"Fam171a2" "Fam171a2" 0.0126446000652687 1 -0.0576982143081282 "seurat"
"Eci1" "Eci1" 0.0126462008227037 1 -0.0740344416955748 "seurat"
"Cdh13" "Cdh13" 0.0126559632560134 1 -0.038564971346201 "seurat"
"Camsap1" "Camsap1" 0.0126608374653276 1 -0.0556709839833525 "seurat"
"Zfp652os" "Zfp652os" 0.0126793256688898 1 -0.0587496262704092 "seurat"
"Aldh9a1" "Aldh9a1" 0.0126911303583603 1 -0.0516753795114641 "seurat"
"Coq3" "Coq3" 0.0127438296552624 1 -0.0515603974012736 "seurat"
"Orc6" "Orc6" 0.0127443085657758 1 -0.0576836674275646 "seurat"
"C1ql3" "C1ql3" 0.0127809071556144 1 -0.0600156902365006 "seurat"
"Umad1" "Umad1" 0.0128101993270928 1 0.100958293991402 "seurat"
"Slc39a10" "Slc39a10" 0.012838905219843 1 -0.045571610400361 "seurat"
"Mcfd2" "Mcfd2" 0.0129068305508254 1 -0.052421556022766 "seurat"
"Iqcb1" "Iqcb1" 0.0129290411803824 1 0.0718448469877444 "seurat"
"Pcdh10" "Pcdh10" 0.01299299604599 1 -0.0424832395581838 "seurat"
"Hars" "Hars" 0.0130155025466101 1 0.131366000753389 "seurat"
"Coro1b" "Coro1b" 0.013044751053168 1 -0.0598856422075274 "seurat"
"Szrd1" "Szrd1" 0.0130740502823135 1 0.115737451654769 "seurat"
"Lsamp" "Lsamp" 0.0131237054663513 1 -0.0651226280648822 "seurat"
"Rragd" "Rragd" 0.0131244372976904 1 -0.0560191034706791 "seurat"
"Lxn" "Lxn" 0.0131519345045447 1 -0.0335052133891975 "seurat"
"Utp3" "Utp3" 0.0131557921627314 1 -0.0729806043678529 "seurat"
"Fam204a" "Fam204a" 0.0132196184089041 1 -0.046839172335174 "seurat"
"Atp5k" "Atp5k" 0.0132390086055717 1 0.04692573655664 "seurat"
"Mgll" "Mgll" 0.0132505418812413 1 -0.0592865546074068 "seurat"
"Asns" "Asns" 0.0133892993594094 1 0.139960508502734 "seurat"
"Gng12" "Gng12" 0.0133946128076148 1 -0.0419720868175135 "seurat"
"Agtpbp1" "Agtpbp1" 0.0134171003114521 1 -0.0722841661051208 "seurat"
"Uxt" "Uxt" 0.0134361515848394 1 -0.0378341416171992 "seurat"
"Sez6" "Sez6" 0.0134927733211973 1 -0.0548122170840648 "seurat"
"Pcdh1" "Pcdh1" 0.0135904242092476 1 -0.0592369080102056 "seurat"
"Gabarapl2" "Gabarapl2" 0.0136869744682392 1 -0.0658589926765845 "seurat"
"Tmem97" "Tmem97" 0.0136975271219136 1 -0.0480864643659812 "seurat"
"Wasf3" "Wasf3" 0.0137039372621682 1 -0.0688912623031812 "seurat"
"Tcerg1" "Tcerg1" 0.0137041176695631 1 -0.061695591496187 "seurat"
"Sdhb" "Sdhb" 0.0137278547268233 1 0.126372328275351 "seurat"
"Gpbp1" "Gpbp1" 0.0137297394630608 1 0.137541960333684 "seurat"
"Eri3" "Eri3" 0.013741308054515 1 0.146734142688474 "seurat"
"Atp6v1c1" "Atp6v1c1" 0.0139243685805507 1 0.147070044919085 "seurat"
"Zfp260" "Zfp260" 0.0139331583536573 1 -0.0664457862580933 "seurat"
"Ilk" "Ilk" 0.0139435037951743 1 -0.0429991526259915 "seurat"
"Rangrf" "Rangrf" 0.0139475255459187 1 -0.0657788843391079 "seurat"
"Ube2m" "Ube2m" 0.0140628142597375 1 -0.0509221469786673 "seurat"
"Tst" "Tst" 0.014129102380316 1 -0.0422341613179222 "seurat"
"Hira" "Hira" 0.0141536516508614 1 -0.0642941386470692 "seurat"
"Bcr" "Bcr" 0.0141662279700524 1 -0.0504846160921456 "seurat"
"Cnot4" "Cnot4" 0.014186402463825 1 -0.0429106721090656 "seurat"
"Carkd" "Carkd" 0.0142509782582727 1 -0.0635028164093995 "seurat"
"Stx5a" "Stx5a" 0.0142573542656103 1 -0.045724522680586 "seurat"
"Cmtm5" "Cmtm5" 0.0142664079875428 1 -0.064139081186524 "seurat"
"Eif2b4" "Eif2b4" 0.014304470635954 1 0.11771035623055 "seurat"
"Ctbp1" "Ctbp1" 0.0143653971314892 1 0.121298370622834 "seurat"
"Phf21a" "Phf21a" 0.0143762915596194 1 -0.0745744416485223 "seurat"
"Rab22a" "Rab22a" 0.0144364913435613 1 0.105307258967277 "seurat"
"Tcp1" "Tcp1" 0.0144758352102034 1 -0.052817283668411 "seurat"
"Senp7" "Senp7" 0.0144779635459249 1 -0.0487562452738829 "seurat"
"Xpa" "Xpa" 0.0144849366024738 1 -0.0795776814747335 "seurat"
"Cyth2" "Cyth2" 0.0144945401605222 1 0.128179934943087 "seurat"
"Brd7" "Brd7" 0.0145426240421087 1 -0.0477243861010965 "seurat"
"Ehmt2" "Ehmt2" 0.0146158646604328 1 -0.0457631852680187 "seurat"
"Gapvd1" "Gapvd1" 0.0146640693755269 1 -0.0531698215897453 "seurat"
"Setdb1" "Setdb1" 0.0147148028476379 1 -0.0431423366390351 "seurat"
"Gbf1" "Gbf1" 0.0147426270370544 1 -0.0419248466596465 "seurat"
"Sys1" "Sys1" 0.0148235301677876 1 -0.0574278082665307 "seurat"
"Coro2a" "Coro2a" 0.0148238482778417 1 0.0761727838972557 "seurat"
"Trappc2l" "Trappc2l" 0.0148845706566542 1 -0.0431173618884693 "seurat"
"2700081O15Rik" "2700081O15Rik" 0.0149395068070346 1 -0.0427897642297703 "seurat"
"Mtg1" "Mtg1" 0.014951516825554 1 0.0778587400617863 "seurat"
"Nt5dc2" "Nt5dc2" 0.0150443815380417 1 -0.0450867210008573 "seurat"
"Nrxn3" "Nrxn3" 0.0151266359581886 1 -0.0609950377224047 "seurat"
"Rnf5" "Rnf5" 0.0152422742992898 1 0.146668309445054 "seurat"
"Coq2" "Coq2" 0.0152608996027915 1 0.118769386747764 "seurat"
"Neurl1b" "Neurl1b" 0.0153623692992997 1 -0.0711682761019043 "seurat"
"Insig1" "Insig1" 0.0153818501334291 1 0.141507958989839 "seurat"
"BC051226" "BC051226" 0.0153858263149199 1 0.110283270000892 "seurat"
"Suv420h1" "Suv420h1" 0.0154116500206096 1 -0.0517439600119859 "seurat"
"Ptdss2" "Ptdss2" 0.0154142754163752 1 -0.0606641792429682 "seurat"
"Extl3" "Extl3" 0.0154644641515743 1 -0.0414596471554555 "seurat"
"Wdr61" "Wdr61" 0.0154786428551035 1 -0.0553943792174456 "seurat"
"Ldha" "Ldha" 0.0155622784537634 1 0.0953396148194381 "seurat"
"Mtf1" "Mtf1" 0.0155700648165236 1 -0.0499405556252807 "seurat"
"Mob3a" "Mob3a" 0.0155940322245622 1 -0.0487694771149561 "seurat"
"Rsbn1" "Rsbn1" 0.0156262384751456 1 -0.0601379325554647 "seurat"
"Dcun1d1" "Dcun1d1" 0.0157095468888898 1 0.112372929662804 "seurat"
"Cdkn1c" "Cdkn1c" 0.0157280201762907 1 -0.0392071822355022 "seurat"
"Slc7a5" "Slc7a5" 0.0157467965790607 1 -0.0451694842647116 "seurat"
"Eif3c" "Eif3c" 0.0157653496701264 1 -0.0724444368309634 "seurat"
"1500011B03Rik" "1500011B03Rik" 0.0158205060096705 1 -0.0324936509996658 "seurat"
"Phf6" "Phf6" 0.0158216785313336 1 -0.0547459751517433 "seurat"
"Gstk1" "Gstk1" 0.0158247984719771 1 -0.0532893912725979 "seurat"
"Nes" "Nes" 0.015852259979963 1 -0.0399167727795438 "seurat"
"Eif4b" "Eif4b" 0.0158900492120206 1 -0.0607314910152916 "seurat"
"March1" "March1" 0.0159644708188878 1 -0.0542048512230402 "seurat"
