"gene" "pval" "padj" "logfc" "method"
"1" "0610007P14Rik" 0.253960269065984 0.532226168034458 -0.157807633229141 "MAST"
"2" "0610009B22Rik" 0.735460318817474 0.888337597069175 -0.0371931045008356 "MAST"
"3" "0610009L18Rik" 0.871471482758485 0.948969506100481 0.00117112295509458 "MAST"
"4" "0610009O20Rik" 0.605510128781652 0.820271297279697 0.038701953004441 "MAST"
"5" "0610010F05Rik" 0.146977844259806 0.38957181847946 -0.109554319239929 "MAST"
"6" "0610010K14Rik" 0.452977076648893 0.714503247693861 0.00131078608530411 "MAST"
"7" "0610011F06Rik" 0.245887632891917 0.523441506933712 0.0132789044521857 "MAST"
"8" "0610012G03Rik" 0.0740629250395443 0.259310602359049 0.240880280756325 "MAST"
"9" "0610037L13Rik" 0.842107847529564 0.93557909545405 0.00385593217279501 "MAST"
"10" "0610040J01Rik" 0.105949766355368 0.319497109639938 0.0709594091247547 "MAST"
"11" "1110001J03Rik" 0.868101925604356 0.947332402538127 -0.046767359762649 "MAST"
"12" "1110004E09Rik" 0.0119880919555362 0.0733184754382072 -0.15828355743932 "MAST"
"13" "1110004F10Rik" 0.24023807554134 0.518180383022721 -0.084723542927144 "MAST"
"14" "1110008F13Rik" 0.564724805501449 0.792514818988144 -0.101305600055722 "MAST"
"15" "1110008P14Rik" 0.505718064227615 0.750967791767612 0.0970704444381152 "MAST"
"16" "1110012L19Rik" 0.553939818953172 0.783047145058139 -0.0186158627441062 "MAST"
"17" "1110015O18Rik" 0.00417058610890445 0.03231078266229 -0.100227101475926 "MAST"
"18" "1110017D15Rik" 0.0278378706254974 0.135487709543635 -0.110512015520159 "MAST"
"19" "1110032A03Rik" 0.0664676385844082 0.240949388178143 -0.15914752414702 "MAST"
"20" "1110034G24Rik" 0.430520720766397 0.697820978485795 -0.0416539185821866 "MAST"
"21" "1110038F14Rik" 0.443946834607092 0.706493920024685 0.0520443487994459 "MAST"
"22" "1110046J04Rik" 0.516600187975473 0.759289028587593 0.0304138760817317 "MAST"
"23" "1110051M20Rik" 0.551689150778442 0.781663971837773 0.063948353491424 "MAST"
"24" "1110059E24Rik" 0.388339002471659 0.664744453288399 -0.0725039325457126 "MAST"
"25" "1110059G10Rik" 0.577033106074632 0.801168086506563 0.00570610830325086 "MAST"
"26" "1110065P20Rik" 0.126612591458725 0.358735675799721 0.270237806184805 "MAST"
"27" "1190005I06Rik" 0.000527228837960429 0.00588233232274979 0.174383928457505 "MAST"
"28" "1190007I07Rik" 0.0462750895315401 0.191562315233277 -0.0595680809349715 "MAST"
"29" "1300002E11Rik" 0.9203361779902 0.970787655674372 -0.00137134355197205 "MAST"
"30" "1500009C09Rik" 0.590662714823516 0.810890474167465 0.0878332781792599 "MAST"
"31" "1500009L16Rik" 0.852352510401173 0.939032792928 -0.0296892920890499 "MAST"
"32" "1500011B03Rik" 0.0932117530597334 0.298656971025667 0.194172156712858 "MAST"
"33" "1500011K16Rik" 0.117544337151651 0.342613942800086 0.0128443440933239 "MAST"
"34" "1500015A07Rik" 0.557714553866098 0.78636875185444 -0.029328681699341 "MAST"
"35" "1500026H17Rik" 0.255127979161194 0.534078821856553 -0.0791323237728859 "MAST"
"36" "1500035N22Rik" 0.0560432861197109 0.216274628629804 -0.0461434126541747 "MAST"
"37" "1600020E01Rik" 0.422912777936206 0.690796053942246 0.0729978608471307 "MAST"
"38" "1700001L19Rik" 0.789173668813041 0.911239642695116 -0.045622312711238 "MAST"
"39" "1700016K19Rik" 0.415070773030076 0.684337345867965 -0.0469709052227419 "MAST"
"40" "1700020I14Rik" 0.0153326246300825 0.0883504008804916 -0.261301906105035 "MAST"
"41" "1700021F05Rik" 0.0034501263414015 0.0277791317320027 -0.258013199843394 "MAST"
"42" "1700023F06Rik" 0.534537191279201 0.772114258610686 -0.0201861501351351 "MAST"
"43" "1700025G04Rik" 0.476965083851234 0.732163841835423 -0.0259721992496929 "MAST"
"44" "1700037C18Rik" 0.724279038734983 0.883068970748601 0.0268630132990119 "MAST"
"45" "1700037H04Rik" 0.740850148090187 0.891306215394768 -0.0017529415663784 "MAST"
"46" "1700047I17Rik2" 0.428473338669626 0.696169597782536 0.0377620096282553 "MAST"
"47" "1700086L19Rik" 0.325910189950745 0.608399610384242 -0.0446250799502009 "MAST"
"48" "1700086O06Rik" 0.00852511939606661 0.0567866356057399 0.0188723684908037 "MAST"
"49" "1700088E04Rik" 0.144557100402936 0.386383248245405 0.0589941828921586 "MAST"
"50" "1700096K18Rik" 0.0352594842759026 0.158805017696144 -0.0717565520421716 "MAST"
"51" "1700097N02Rik" 2.99295596984954e-18 2.75275206765393e-16 0.350955470252343 "MAST"
"52" "1700123O20Rik" 0.264616556154704 0.545662309242267 -0.0350946261974014 "MAST"
"53" "1810013L24Rik" 0.434274853822406 0.700053001753741 0.0131305693143586 "MAST"
"54" "1810022K09Rik" 7.71649960831267e-17 6.36300783793507e-15 1.03639120447422 "MAST"
"55" "1810024B03Rik" 0.632956533951627 0.835472264143818 0.0303858108095659 "MAST"
"56" "1810026J23Rik" 0.297993577187931 0.581342908865937 0.0345924269331503 "MAST"
"57" "1810037I17Rik" 0.00114081596894875 0.0113354761235988 0.463719553475103 "MAST"
"58" "1810043G02Rik" 0.0524419902458898 0.206713647265941 -0.146948820141385 "MAST"
"59" "1810043H04Rik" 0.198795820221606 0.464698994548649 -0.0791767060302599 "MAST"
"60" "1810055G02Rik" 0.577212224768417 0.801261706750894 -0.033897608028475 "MAST"
"61" "1810058I24Rik" 0.950331416915403 0.982232759681761 -0.0237131584131896 "MAST"
"62" "2010107E04Rik" 1.27855307675272e-11 7.05564597894158e-10 0.27694771366013 "MAST"
"63" "2010107G23Rik" 0.0959257413202671 0.302195045368953 -0.115624101732187 "MAST"
"64" "2010320M18Rik" 0.449099342042981 0.711693987147415 0.0788991086281392 "MAST"
"65" "2210013O21Rik" 0.0222697547604684 0.115938476525109 0.283183293850658 "MAST"
"66" "2210016F16Rik" 0.733259707649253 0.887917346947908 -0.0273448314773254 "MAST"
"67" "2210016L21Rik" 0.167466195052271 0.419923971794825 -0.137203925265569 "MAST"
"68" "2300009A05Rik" 0.0109702960483926 0.0687344138438154 0.223398150274182 "MAST"
"69" "2310009B15Rik" 0.231099190099607 0.506694862400543 -0.0363252298486176 "MAST"
"70" "2310011J03Rik" 0.101861735712232 0.312957641113299 0.0822594694666542 "MAST"
"71" "2310015A10Rik" 0.00375099737034439 0.0296035810064363 0.1145787401046 "MAST"
"72" "2310022A10Rik" 0.594055864130665 0.813312360548357 -0.00670240547173451 "MAST"
"73" "2310022B05Rik" 0.0267599779472536 0.131761209192586 -0.153620016388634 "MAST"
"74" "2310033P09Rik" 0.0861253920327206 0.285248917705323 0.115446474654282 "MAST"
"75" "2310035C23Rik" 0.991034221214052 0.996171991451535 0.00414684730595521 "MAST"
"76" "2310036O22Rik" 0.00633727298280532 0.0452433523893012 0.365626538073292 "MAST"
