"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cst3",0,1.16349454241881,1,0.986,0,"4","Cst3"
"Fjx1",0,1.1633827619084,0.573,0.098,0,"4","Fjx1"
"Gria2",0,1.15585037866829,0.593,0.119,0,"4","Gria2"
"Vcam1",0,1.15446730590776,0.536,0.062,0,"4","Vcam1"
"Scg3",0,1.15350055967171,0.632,0.122,0,"4","Scg3"
"Prnp",0,1.13255479000533,0.626,0.129,0,"4","Prnp"
"S1pr1",0,1.11903410402911,0.469,0.036,0,"4","S1pr1"
"Ttyh1",0,1.11587007175315,0.733,0.201,0,"4","Ttyh1"
"Syt11",0,1.09446652300687,0.653,0.155,0,"4","Syt11"
"Slc6a1",0,1.07836850177411,0.476,0.063,0,"4","Slc6a1"
"Slc27a1",0,1.02694763877751,0.446,0.041,0,"4","Slc27a1"
"Tlcd1",0,1.0120918331672,0.51,0.09,0,"4","Tlcd1"
"Sox9",0,1.00251652882586,0.456,0.054,0,"4","Sox9"
"Hacd2",0,0.991903994133396,0.415,0.053,0,"4","Hacd2"
"Smpdl3a",0,0.946157827400555,0.411,0.057,0,"4","Smpdl3a"
"Tpbg",0,0.921497259934054,0.371,0.037,0,"4","Tpbg"
"St6galnac5",0,0.900807692255611,0.349,0.04,0,"4","St6galnac5"
"Serpinh1",0,0.900669791214083,0.535,0.085,0,"4","Serpinh1"
"Slc1a4",0,0.892676758140249,0.371,0.046,0,"4","Slc1a4"
"Hepacam",0,0.887021694776613,0.452,0.072,0,"4","Hepacam"
"Adgrg1",0,0.882689009250454,0.347,0.03,0,"4","Adgrg1"
"Slc38a3",0,0.861493919684344,0.359,0.035,0,"4","Slc38a3"
"F3",0,0.858391406325879,0.282,0.015,0,"4","F3"
"Timp3",0,0.853209280977461,0.351,0.035,0,"4","Timp3"
"Plat",0,0.843501798508026,0.335,0.038,0,"4","Plat"
"Tgfb2",0,0.815735424251128,0.309,0.025,0,"4","Tgfb2"
"Tnc",0,0.787770154134694,0.256,0.015,0,"4","Tnc"
"Bcl2",0,0.773287691303443,0.278,0.02,0,"4","Bcl2"
"Slc7a11",0,0.749581376704194,0.274,0.022,0,"4","Slc7a11"
"Fgfr1",0,0.742682907703011,0.294,0.022,0,"4","Fgfr1"
"Fgfr3",0,0.715155498782008,0.267,0.021,0,"4","Fgfr3"
"Rrbp11",1.86881757889947e-307,1.02725321773905,0.526,0.102,2.79070529057057e-303,"4","Rrbp1"
"Glul",8.01123220903159e-305,1.18539416065156,0.955,0.553,1.19631730577469e-300,"4","Glul"
"Son3",9.02726132377904e-305,1.17619174850853,0.857,0.326,1.34804093347992e-300,"4","Son"
"Dtna",7.81141438483319e-302,0.745653077569192,0.31,0.034,1.16647851008714e-297,"4","Dtna"
"Pax6",1.44677730858922e-298,0.799961163701387,0.355,0.045,2.16047255491628e-294,"4","Pax6"
"Notch2",5.63223888717121e-294,0.870975555986463,0.271,0.026,8.41062233021277e-290,"4","Notch2"
"Pbxip1",4.65646907620531e-288,0.720339806550002,0.3,0.033,6.95350527149738e-284,"4","Pbxip1"
"Rgma",2.36384990496995e-285,0.716846101900698,0.294,0.032,3.52993706309162e-281,"4","Rgma"
"Paqr7",2.88368888097009e-284,0.68286850844046,0.272,0.027,4.30621260595263e-280,"4","Paqr7"
"Cpe1",1.31340511812193e-282,1.07813624065237,0.988,0.773,1.96130786289147e-278,"4","Cpe"
"Slco1c1",2.99796582448052e-274,0.832671133613669,0.386,0.058,4.47686236569676e-270,"4","Slco1c1"
"Dclk11",5.50318062233194e-273,1.10862283676903,0.737,0.232,8.21789962332828e-269,"4","Dclk1"
"Alcam",1.68645028915716e-272,0.818602375966094,0.391,0.061,2.51837621679839e-268,"4","Alcam"
"Slc3a2",2.72864831259489e-271,0.951574334624123,0.638,0.161,4.07469052519796e-267,"4","Slc3a2"
"Trim9",3.52772738483128e-271,0.874903083169026,0.469,0.088,5.26795530376855e-267,"4","Trim9"
"Itm2c",8.0381513877671e-270,0.858116462449323,0.492,0.097,1.20033714673526e-265,"4","Itm2c"
"Grm3",4.15146486040267e-266,0.733436915068353,0.305,0.037,6.19938247603931e-262,"4","Grm3"
"Dhcr7",1.16822559521257e-261,0.779548233361894,0.315,0.041,1.74451128133093e-257,"4","Dhcr7"
"Adcyap1r1",5.74561234081866e-254,0.662476427102186,0.255,0.027,8.57992290854451e-250,"4","Adcyap1r1"
"Mmd21",2.19320148939441e-252,1.00811761182472,0.797,0.295,3.27510778411267e-248,"4","Mmd2"
"Slc15a2",4.10787874981717e-252,0.725684640908693,0.321,0.044,6.13429533710197e-248,"4","Slc15a2"
"Dag1",2.03384720015488e-251,0.703651250631648,0.303,0.04,3.03714402399128e-247,"4","Dag1"
"Npas3",1.41821082156974e-250,0.797299007511105,0.362,0.057,2.1178142198501e-246,"4","Npas3"
"Id32",8.18559570485704e-250,1.52053225964077,0.705,0.251,1.2223550066063e-245,"4","Id3"
"Fam181b",4.75733285246175e-248,0.828307816991932,0.452,0.087,7.10412514858113e-244,"4","Fam181b"
"Sema6a",4.86497310652997e-246,0.710964735250327,0.315,0.044,7.2648643399812e-242,"4","Sema6a"
"Itgb5",2.07350957074644e-244,0.74921498697863,0.331,0.048,3.09637184199566e-240,"4","Itgb5"
"Lsamp",6.10297574184818e-244,0.905188351245075,0.538,0.126,9.11357367530189e-240,"4","Lsamp"
"Rsrp1",4.89736462891845e-243,0.965300158907952,0.588,0.154,7.31323460036392e-239,"4","Rsrp1"
"Qk1",7.66256717675139e-243,1.00512701717121,0.744,0.258,1.14425115650428e-238,"4","Qk"
"Hsd17b12",2.9155796510608e-241,0.903654655182769,0.505,0.114,4.35383509292909e-237,"4","Hsd17b12"
"Lamp12",3.63328607070346e-238,1.00684850031008,0.836,0.356,5.42558608938147e-234,"4","Lamp1"
"Ttc14",3.46157292550811e-236,0.799004441006888,0.381,0.068,5.16916684966126e-232,"4","Ttc14"
"Ccdc88a",7.31217588797592e-236,0.92197907462002,0.516,0.122,1.09192722535144e-231,"4","Ccdc88a"
"Cmtm5",4.9371271195636e-235,0.719222447136437,0.297,0.04,7.37261192764433e-231,"4","Cmtm5"
"Gpm6a1",2.73152654119388e-234,1.01948891996995,0.862,0.391,4.07898858396482e-230,"4","Gpm6a"
"Hacd3",1.18057223510119e-228,0.77583755904588,0.37,0.064,1.76294851867661e-224,"4","Hacd3"
"Aplp2",5.15508907018011e-225,0.862253873486888,0.56,0.144,7.69809450849996e-221,"4","Aplp2"
"Acsl6",2.87140476870166e-223,0.709576613813414,0.333,0.053,4.28786874110218e-219,"4","Acsl6"
"Tnfrsf19",2.58632372470293e-222,0.716213088074316,0.309,0.046,3.86215721809889e-218,"4","Tnfrsf19"
"Tspan31",2.77577534941799e-219,0.973531802313037,0.789,0.323,4.14506532928588e-215,"4","Tspan3"
"Pdia4",2.61146262482297e-217,0.798562838113484,0.382,0.073,3.89969713764815e-213,"4","Pdia4"
"Nkain4",4.9412744879161e-216,0.915948562436798,0.491,0.118,7.37880519280512e-212,"4","Nkain4"
"Nrxn1",5.15571007722168e-216,0.924839051330318,0.568,0.158,7.69902185831513e-212,"4","Nrxn1"
"Slc14a2",5.70833189768964e-216,0.927962611939794,0.259,0.034,8.52425202281994e-212,"4","Slc14a2"
"Tmem100",6.33725198296408e-216,0.876546344082044,0.459,0.102,9.46341838616026e-212,"4","Tmem100"
"Fabp71",4.36391985739651e-215,0.668468318669862,1,0.982,6.5166415230502e-211,"4","Fabp7"
"Elovl5",2.80071060398877e-212,0.6539222888248,0.29,0.042,4.18230114493643e-208,"4","Elovl5"
"Limch1",2.89913181306316e-212,0.768091861670635,0.389,0.076,4.32927353644721e-208,"4","Limch1"
"Itm2b4",5.45380357218298e-212,0.884534474250192,0.892,0.438,8.14416487434084e-208,"4","Itm2b"
"Tmem176b1",5.27120199932358e-208,0.852808107360333,0.516,0.132,7.8714859455899e-204,"4","Tmem176b"
"Nim1k",2.9372786684714e-207,0.775353756398435,0.433,0.093,4.38623823562835e-203,"4","Nim1k"
"Mgst1",3.33604451326065e-207,0.82655151151166,0.416,0.088,4.98171527165212e-203,"4","Mgst1"
"Vimp",6.16039782382957e-206,0.855998871408899,0.5,0.126,9.1993220703247e-202,"4","Vimp"
"Kcnj10",2.17073367305919e-202,0.64795185818877,0.264,0.037,3.24155659397929e-198,"4","Kcnj10"
"Sema6d",1.30103242153999e-200,0.616106652375744,0.259,0.036,1.94283171508567e-196,"4","Sema6d"
"Cntfr",1.31361731761955e-199,0.642876329606754,0.259,0.036,1.96162474040127e-195,"4","Cntfr"
"Sc5d",7.68638390923753e-194,0.631570697996706,0.262,0.038,1.14780770916644e-189,"4","Sc5d"
"Atp1b11",5.00947574817648e-193,0.883751936282642,0.672,0.232,7.48065013475194e-189,"4","Atp1b1"
"Phyhipl",1.08168231612897e-192,0.922826572947492,0.63,0.212,1.6152762026754e-188,"4","Phyhipl"
"Msi2",3.91230224259444e-192,0.795187242665546,0.406,0.09,5.84224093886628e-188,"4","Msi2"
"Tmbim62",1.03225588303957e-191,0.896398987926483,0.765,0.316,1.54146771014299e-187,"4","Tmbim6"
"Pon2",2.58555072409998e-191,0.815062254789047,0.576,0.17,3.8610028962985e-187,"4","Pon2"
"Pcdh10",5.39223711774445e-191,0.754276384783089,0.41,0.09,8.05222768792779e-187,"4","Pcdh10"
"Acot1",1.31480127373614e-188,0.887851656861056,0.577,0.179,1.96339274207018e-184,"4","Acot1"
"Id4",1.67708203539071e-188,0.732606695821564,0.304,0.052,2.50438660344895e-184,"4","Id4"
"Tmem593",6.76141654011407e-188,0.858980837421357,0.644,0.216,1.00968233193523e-183,"4","Tmem59"
"Hspa51",7.26535553351038e-188,0.879694160639224,0.562,0.17,1.08493554181911e-183,"4","Hspa5"
"Rasa2",1.21857571398659e-187,0.595168440285009,0.255,0.037,1.81969911369617e-183,"4","Rasa2"
"Ccdc80",5.64552545431317e-185,0.689143849151272,0.319,0.058,8.43046316092586e-181,"4","Ccdc80"
"Rcn2",7.52783759406487e-185,0.858522577250154,0.665,0.235,1.12413198792171e-180,"4","Rcn2"
"Rab34",3.48592008492935e-183,0.694202015444763,0.302,0.053,5.20552446282499e-179,"4","Rab34"
"Laptm4a1",1.5341783743588e-182,0.806895180756321,0.791,0.337,2.29098856642999e-178,"4","Laptm4a"
"Asah11",2.82165149742505e-179,0.682883946681819,0.323,0.061,4.21357218110482e-175,"4","Asah1"
"Pdia61",4.09986366156814e-179,0.792220679402829,0.515,0.146,6.12232640581971e-175,"4","Pdia6"
"Tecr",7.48002615023756e-179,0.833560780700913,0.87,0.457,1.11699230501497e-174,"4","Tecr"
"Emc7",2.75327492324969e-176,0.786191756539319,0.538,0.158,4.11146544288876e-172,"4","Emc7"
"Ptpra",1.99820804346226e-174,0.744515245478751,0.475,0.127,2.98392407130219e-170,"4","Ptpra"
"Phgdh",1.15207366822508e-173,0.87385905721553,0.703,0.281,1.72039160876051e-169,"4","Phgdh"
"Macf1",2.04453407612832e-172,0.761459487547275,0.437,0.112,3.05310273588242e-168,"4","Macf1"
"Serpine2",2.52450450538859e-172,0.950028810330099,0.808,0.421,3.76984257789678e-168,"4","Serpine2"
"Fgfbp3",5.37895361895214e-172,0.829255876470413,0.407,0.098,8.03239143918123e-168,"4","Fgfbp3"
"Abhd3",2.7687722147993e-171,0.601697619924709,0.262,0.042,4.13460754835979e-167,"4","Abhd3"
"Hmgcr",2.59924966374218e-170,0.702345940404995,0.363,0.079,3.88145952286619e-166,"4","Hmgcr"
"Sqle",2.92720520852561e-170,0.779465440486826,0.429,0.109,4.37119553789129e-166,"4","Sqle"
"Ckb",1.30130010561589e-169,0.678885818775434,0.98,0.821,1.94323144771621e-165,"4","Ckb"
"Slc22a17",2.42449435859166e-167,0.723487817500464,0.547,0.163,3.62049742568493e-163,"4","Slc22a17"
"Aldh1l1",3.39384548382535e-167,0.716377607415239,0.41,0.099,5.06802946099639e-163,"4","Aldh1l1"
"Pabpn1",4.5888300901038e-167,0.648231559485177,0.305,0.059,6.85249997355201e-163,"4","Pabpn1"
"Klf9",6.95694586453859e-167,0.616290718807221,0.293,0.054,1.03888072595155e-162,"4","Klf9"
"Cxcl14",1.08698252064947e-165,0.797452695831929,0.508,0.148,1.62319099808586e-161,"4","Cxcl14"
"Scd2",1.18486279721599e-165,0.821701082640473,0.791,0.379,1.76935561508264e-161,"4","Scd2"
"Ctsd1",1.18056682298584e-164,0.518258152308353,0.447,0.116,1.76294043676475e-160,"4","Ctsd"
"Nrarp",1.91911276450088e-162,0.724424726082249,0.38,0.09,2.86581109122917e-158,"4","Nrarp"
"Slc9a3r1",4.31715775780779e-162,0.718077180071351,0.46,0.124,6.44681167973438e-158,"4","Slc9a3r1"
"Cdh2",1.03572179790138e-161,0.707943400276461,0.402,0.1,1.54664336080612e-157,"4","Cdh2"
"Tmed5",2.20027047049821e-161,0.618453208778073,0.252,0.042,3.28566389359498e-157,"4","Tmed5"
"Tmed101",5.45727050711161e-157,0.741006612728937,0.462,0.131,8.14934204826977e-153,"4","Tmed10"
"Tmem47",3.37806101184329e-156,0.67746749147069,0.27,0.049,5.04445850898558e-152,"4","Tmem47"
"Ctsb1",2.31685955104472e-155,0.558587350066582,0.548,0.175,3.45976636757508e-151,"4","Ctsb"
"Krit1",3.41852920033397e-155,0.66220905905362,0.266,0.049,5.10488965485871e-151,"4","Krit1"
"Aldoc1",1.08369812945123e-154,0.742250985833978,0.919,0.591,1.61828641670952e-150,"4","Aldoc"
"Nfib",1.78914257349165e-154,0.637271281165142,0.55,0.172,2.67172660499508e-150,"4","Nfib"
"Grm5",2.02948935712707e-154,0.696389441659272,0.339,0.075,3.03063645699786e-150,"4","Grm5"
"Mageh1",2.32912143486082e-154,0.693828745894094,0.389,0.097,3.47807703867766e-150,"4","Mageh1"
"Zfp36l1",3.1649602931068e-154,0.679901898868154,0.356,0.082,4.72623520569638e-150,"4","Zfp36l1"
"Tia1",2.14355572048829e-150,0.658372023465738,0.362,0.087,3.20097175740516e-146,"4","Tia1"
"Sdf2",4.30081906595171e-147,0.61634369406811,0.315,0.069,6.42241311118569e-143,"4","Sdf2"
"Hsp90b11",5.31596686590122e-147,0.755906018469507,0.461,0.138,7.93833332085029e-143,"4","Hsp90b1"
"Myo10",7.97879323364789e-147,0.551784150238,0.268,0.051,1.19147319358064e-142,"4","Myo10"
"Dlgap1",1.40583389065863e-146,0.692596497371478,0.392,0.101,2.09933174892053e-142,"4","Dlgap1"
"Mtdh1",2.43704716967243e-145,0.727228702076849,0.407,0.112,3.63924253847184e-141,"4","Mtdh"
"Emid1",1.08210631481146e-143,0.60333340449677,0.293,0.06,1.61590935990795e-139,"4","Emid1"
"Pigt",2.00434773897475e-143,0.671338991402833,0.385,0.1,2.993092478611e-139,"4","Pigt"
"Cbs",2.65553476911898e-143,0.626776959059269,0.344,0.081,3.96551007072537e-139,"4","Cbs"
"Kcnk2",4.38334850945414e-143,0.714929596671805,0.402,0.108,6.54565432916786e-139,"4","Kcnk2"
"Pou3f2",5.88802565998717e-143,0.631405031552897,0.304,0.065,8.79258871805885e-139,"4","Pou3f2"
"Erlec1",3.87003395010785e-142,0.615749469795375,0.298,0.064,5.77912169769605e-138,"4","Erlec1"
"Prdx6",1.94250109718459e-141,0.859787859107048,0.668,0.287,2.90073688842575e-137,"4","Prdx6"
"Rgcc",2.78551914955975e-141,0.753060265869631,0.579,0.21,4.15961574603758e-137,"4","Rgcc"
"Srrm22",6.65556981213008e-141,0.721882582625078,0.605,0.222,9.93876240045384e-137,"4","Srrm2"
"Myo6",8.86397495612256e-141,0.601473993175866,0.309,0.068,1.32365738019778e-136,"4","Myo6"
"Camk2d",1.06669237159478e-140,0.612678107863743,0.273,0.055,1.59289171850249e-136,"4","Camk2d"
"Arxes2",2.80349635566528e-140,0.67033377850042,0.391,0.103,4.18646110791496e-136,"4","Arxes2"
"Trib2",2.9672782484483e-140,0.602881063780674,0.282,0.058,4.43103660840784e-136,"4","Trib2"
"Meis2",1.34795944828152e-139,0.560264203452936,0.52,0.163,2.0129078441188e-135,"4","Meis2"
"Rorb",1.37310365209953e-139,0.707753406516729,0.467,0.14,2.05045568368023e-135,"4","Rorb"
"Lrp1",3.12112152665994e-139,0.574133263855951,0.266,0.052,4.66077077576129e-135,"4","Lrp1"
"Gpx8",5.92576833826598e-139,0.590433516560282,0.267,0.053,8.84894985953259e-135,"4","Gpx8"
"Ttyh3",8.61604157451101e-139,0.659810360447176,0.397,0.108,1.28663348832173e-134,"4","Ttyh3"
"Cadm1",4.50850949432279e-137,0.690450275845441,0.426,0.124,6.73255722787223e-133,"4","Cadm1"
"Frmd4a",3.51198826913717e-135,0.552332738217665,0.253,0.049,5.24445208230254e-131,"4","Frmd4a"
"Nktr",4.04521220243008e-133,0.588769954035225,0.28,0.06,6.04071538188884e-129,"4","Nktr"
"Nfia4",4.88341512291519e-132,0.744403614876464,0.666,0.276,7.29240380304925e-128,"4","Nfia"
"Id2",9.09706891259962e-132,0.833179189048483,0.562,0.215,1.3584653007185e-127,"4","Id2"
"Rbm393",1.58199456966832e-131,0.688989019712478,0.696,0.299,2.3623924908857e-127,"4","Rbm39"
"Reep3",7.16865267347922e-131,0.608443273949414,0.342,0.087,1.07049490373065e-126,"4","Reep3"
"Tmem165",1.3912995237365e-130,0.603445641239958,0.279,0.061,2.07762757879572e-126,"4","Tmem165"
"Ntm",1.5763208090406e-129,0.724630545817958,0.649,0.264,2.35391986414033e-125,"4","Ntm"
"Tst1",1.93119200320011e-128,0.736166557787391,0.717,0.339,2.88384901837872e-124,"4","Tst"
"Tsc22d4",2.33775855145646e-128,0.727625396757791,0.681,0.297,3.49097484488993e-124,"4","Tsc22d4"
"Shisa4",3.48441323763646e-128,0.643935414921244,0.467,0.147,5.20327428776253e-124,"4","Shisa4"
"Ppib3",2.96598335990908e-127,0.684723421558346,0.601,0.232,4.42910295135223e-123,"4","Ppib"
"Pdia31",3.93934347345075e-127,0.653260901469816,0.441,0.138,5.882621608904e-123,"4","Pdia3"
"Canx",1.08631303019127e-126,0.679451103224618,0.53,0.189,1.62219124798463e-122,"4","Canx"
"Id1",1.4784504311565e-124,0.623682993490174,0.264,0.056,2.207770028846e-120,"4","Id1"
"Atp2a2",8.75963814870334e-124,0.586107059618307,0.355,0.095,1.30807676474587e-119,"4","Atp2a2"
"Olig2",7.31882959582391e-123,0.59263267084537,0.265,0.057,1.09292082354438e-118,"4","Olig2"
"Ccnd24",1.0140219979872e-122,0.595057045525903,0.789,0.428,1.51423904959428e-118,"4","Ccnd2"
"Arglu1",5.41396275900536e-122,0.695573735730909,0.53,0.195,8.08467058802271e-118,"4","Arglu1"
"Itgb1",1.06012335587776e-121,0.609834233648593,0.368,0.103,1.58308220733226e-117,"4","Itgb1"
"Cyp51",3.38105233480135e-120,0.662940626880592,0.393,0.117,5.04892545155886e-116,"4","Cyp51"
"Calr2",7.95154494584501e-120,0.677162085183125,0.544,0.206,1.18740420676304e-115,"4","Calr"
"Pbx1",1.16075667686711e-119,0.669920044079786,0.538,0.202,1.73335794556566e-115,"4","Pbx1"
"Mid1ip1",7.57846533224738e-119,0.668718101645428,0.493,0.171,1.1316922280645e-114,"4","Mid1ip1"
"Spcs22",2.01014113387891e-117,0.66435646621,0.598,0.241,3.00174375522138e-113,"4","Spcs2"
"Rnf13",2.67959905864997e-116,0.522692966065032,0.262,0.059,4.00144527428199e-112,"4","Rnf13"
"Rpn21",1.15725960130869e-115,0.634525036414237,0.376,0.111,1.72813576263426e-111,"4","Rpn2"
"Mt2",6.60582611347856e-115,0.807661984741692,0.604,0.26,9.86448013525753e-111,"4","Mt2"
"Pcdh17",3.81935270324791e-113,0.606343439548402,0.401,0.123,5.7034393917601e-109,"4","Pcdh17"
"Rpn1",5.11798496472618e-113,0.589378310421714,0.311,0.082,7.64268694782561e-109,"4","Rpn1"
"Fuca1",3.06738666428188e-112,0.603652410983679,0.389,0.12,4.58052850577213e-108,"4","Fuca1"
"Gpm6b1",8.90816195918511e-112,0.701468192511912,0.866,0.577,1.33025582536511e-107,"4","Gpm6b"
"Cnn31",1.69710970184949e-111,0.668720800255005,0.636,0.282,2.53429391777184e-107,"4","Cnn3"
"Cadm2",1.00598948585313e-110,0.560143392373755,0.353,0.1,1.50224409922448e-106,"4","Cadm2"
"Mdk",9.54308831275247e-110,0.624453115969595,0.475,0.166,1.42506937774333e-105,"4","Mdk"
"Txndc15",1.2899842164826e-108,0.575833513311869,0.339,0.097,1.92633343047347e-104,"4","Txndc15"
"Fam171b",1.43724444775002e-107,0.659357919363898,0.435,0.149,2.1462371338251e-103,"4","Fam171b"
"Atraid",1.08041317440878e-106,0.610462338908447,0.452,0.158,1.61338099334463e-102,"4","Atraid"
"Oat",1.20299653673625e-105,0.577760071970097,0.373,0.114,1.79643472830824e-101,"4","Oat"
"Luc7l2",3.97966222477162e-105,0.592648196403107,0.448,0.155,5.94282960025146e-101,"4","Luc7l2"
"Mt31",1.70163208341682e-103,0.481027007641333,0.977,0.867,2.54104719016634e-99,"4","Mt3"
"Clptm1",2.96608486481949e-103,0.538548125617653,0.301,0.082,4.42925452863495e-99,"4","Clptm1"
"Tcf44",4.17368113713152e-103,0.540656431017913,0.684,0.315,6.2325580420785e-99,"4","Tcf4"
"Glud1",4.26240966913736e-103,0.6382310481092,0.675,0.326,6.36505635892282e-99,"4","Glud1"
"Hes1",1.12553947668512e-101,0.614698894209142,0.264,0.066,1.68076810053389e-97,"4","Hes1"
"Akap9",3.15181246708874e-101,0.536260780293228,0.296,0.08,4.70660155710361e-97,"4","Akap9"
"Auts2",5.54609816346976e-101,0.54979881030195,0.335,0.099,8.28198838750939e-97,"4","Auts2"
"Jun",8.52484648099492e-101,0.607299355028753,0.308,0.087,1.27301532500697e-96,"4","Jun"
"Fdft1",1.232618246163e-100,0.634471205740345,0.478,0.181,1.84066882699521e-96,"4","Fdft1"
"Gabbr1",3.61126734969131e-97,0.596887530737712,0.493,0.19,5.39270553329403e-93,"4","Gabbr1"
"Timp4",5.55034749358354e-96,0.545853827393849,0.326,0.096,8.2883339121683e-92,"4","Timp4"
"Ktn1",3.72846407036521e-95,0.556537795961491,0.387,0.129,5.56771539627638e-91,"4","Ktn1"
"Lhx2",9.12966805664913e-95,0.520231371828351,0.297,0.083,1.36333333089942e-90,"4","Lhx2"
"Agpat5",1.64580315353189e-94,0.555442777571721,0.342,0.107,2.45767784916916e-90,"4","Agpat5"
"Saraf",2.56121543097365e-94,0.560196110890053,0.427,0.153,3.82466300307296e-90,"4","Saraf"
"Kcne1l",1.71498385449945e-92,0.514077320758638,0.262,0.068,2.56098538992403e-88,"4","Kcne1l"
"Chst2",7.78047355129519e-91,0.610704285683839,0.426,0.156,1.16185811541491e-86,"4","Chst2"
"Glmp",6.58139321397835e-90,0.482304005358099,0.255,0.067,9.82799448643387e-86,"4","Glmp"
"Arhgap5",1.95532649854014e-89,0.510330888120825,0.287,0.082,2.91988906026999e-85,"4","Arhgap5"
"Acsbg1",4.59977966010278e-89,0.549597347691638,0.63,0.286,6.86885096643149e-85,"4","Acsbg1"
"Kif1b",1.47882913917712e-88,0.565131234105396,0.571,0.252,2.20833555353319e-84,"4","Kif1b"
"Manf1",1.54582507062465e-88,0.57818617191696,0.482,0.193,2.3083805779638e-84,"4","Manf"
"Fxyd1",1.47863474950558e-87,0.518110755926512,0.281,0.08,2.20804527143669e-83,"4","Fxyd1"
"Slc25a18",1.14941488646437e-86,0.542059714374285,0.421,0.153,1.71642124995724e-82,"4","Slc25a18"
"Lrpap1",4.59422338688227e-86,0.512757688368773,0.3,0.091,6.86055378363129e-82,"4","Lrpap1"
"Insig11",7.08351020074052e-86,0.689458408136655,0.396,0.145,1.05778057827658e-81,"4","Insig1"
"Pcyt2",1.50297445922634e-85,0.493093169388567,0.283,0.082,2.24439175996269e-81,"4","Pcyt2"
"Serinc1",3.94826973045549e-85,0.546024264652372,0.393,0.142,5.89595118848918e-81,"4","Serinc1"
"Ddost",4.70092757833798e-85,0.53606715677431,0.336,0.112,7.01989515273211e-81,"4","Ddost"
"Agpat3",6.72596324052333e-85,0.488001182860842,0.339,0.11,1.00438809070735e-80,"4","Agpat3"
"Marcks1",8.43380183982586e-85,0.519975768508527,0.882,0.638,1.2594196287412e-80,"4","Marcks"
"Rbm4b",2.84655601375122e-84,0.50772578143013,0.262,0.073,4.2507620953347e-80,"4","Rbm4b"
"Fus3",4.13861695587177e-84,0.532150691449624,0.563,0.245,6.18019670020331e-80,"4","Fus"
"0610007P14Rik",9.06459994293931e-83,0.587018050116989,0.46,0.188,1.35361670947913e-78,"4","0610007P14Rik"
"Ddrgk1",9.44500795172511e-83,0.505570557708874,0.353,0.12,1.41042303743111e-78,"4","Ddrgk1"
"H13",1.40026784788593e-82,0.491215755098076,0.282,0.084,2.09101997724805e-78,"4","H13"
"Rbm25",6.10465999010169e-82,0.518751322702372,0.446,0.176,9.11608876321885e-78,"4","Rbm25"
"Desi2",3.37779246132283e-81,0.453954018817794,0.258,0.073,5.04405748249338e-77,"4","Desi2"
"Cd47",9.61521550633102e-81,0.498354065375179,0.364,0.127,1.43584013156041e-76,"4","Cd47"
"Mt1",1.78340073190311e-80,0.557749483384784,0.863,0.605,2.66315231295092e-76,"4","Mt1"
"Enah",5.23250557460992e-80,0.491545637871065,0.282,0.086,7.81370057456499e-76,"4","Enah"
"AI854517",2.17485165395903e-78,0.492705059547509,0.312,0.101,3.24770597485702e-74,"4","AI854517"
"Psat1",4.02274735781633e-78,0.446416882245784,0.281,0.085,6.00716862942712e-74,"4","Psat1"
"Emc3",1.51545246082452e-77,0.466857688932654,0.251,0.072,2.26302515974925e-73,"4","Emc3"
"Mras",1.63190247081875e-77,0.461459615328604,0.324,0.106,2.43691995967364e-73,"4","Mras"
"Rtn3",2.18087241815484e-77,0.524442918132915,0.629,0.311,3.25669678203062e-73,"4","Rtn3"
"Luc7l3",4.80660527283293e-77,0.492906586026079,0.338,0.118,7.17770365392142e-73,"4","Luc7l3"
"Ogt",8.5055319709524e-77,0.472933913752556,0.285,0.09,1.27013108922232e-72,"4","Ogt"
"Eno1",9.02717012062647e-77,0.516391090672521,0.804,0.513,1.34802731411315e-72,"4","Eno1"
"Ssr21",2.17774075160342e-76,0.48268287132396,0.389,0.146,3.25202026436939e-72,"4","Ssr2"
"Ssr3",5.3954888090686e-76,0.478288588075303,0.306,0.101,8.05708343858215e-72,"4","Ssr3"
"Tra2a",5.61741558833625e-76,0.512835731159786,0.264,0.08,8.38848669806252e-72,"4","Tra2a"
